ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_AUD_Total,E_16_AUD_Dem,E_16_AUD_Rep,E_16_SOS_Total,E_16_SOS_Dem,E_16_SOS_Rep,E_16_CONG_Total,E_16_CONG_Dem,E_16_CONG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_SOS_Total,E_20_SOS_Dem,E_20_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_18-24_COMP_Total,E_18-24_COMP_Dem,E_18-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep
36,36,10877,10206,258,61,67,309,21,0,0,10895,9979,365,123,20,518,25,0,0,10908,9795,339,108,118,449,22,10853,9766,337,104,113,412,21,10692,9753,381,118,115,378,27,80,56,95,22,315,10924,9718,424,68,120,471,17,8394,7990,148,28,44,194,10,0,0,8494,7947,240,27,24,248,19,20,11,54,19,4,0,8521,7758,224,69,73,312,14,8521,7758,224,48,42,136,7,297,8420,7801,220,38,90,230,19,0,0,0,0,8794,8024,272,24,100,330,19,0,36,77,19,8789,8067,260,40,71,384,0,0,36,114,0,5025,2142,2716,4637,1128,3176,4752,1954,2607,4597,1028,3569,4585,1732,2853,4705,1617,2931,4769,1541,3063,4390,1856,2366,4982,1555,3322,5283,1460,3690,5278,1790,3488,5289,1557,3465,5235,1524,3711,5193,1401,3503,5189,1470,3719,4061,820,2539,5042,1585,3391,5188,1342,3653
37,37,11037,10552,169,48,50,238,11,0,0,10740,10091,103,25,91,241,241,0,0,10920,10058,221,39,90,364,14,10931,10069,221,39,87,362,14,10702,10011,145,97,171,251,24,80,169,164,8,126,10803,10078,209,106,188,250,2,8793,8467,102,17,33,187,8,0,0,8414,7967,95,12,40,190,115,12,40,122,115,4,0,8687,8096,137,8,65,283,14,8687,8096,137,3,30,93,0,302,8451,8008,138,8,70,208,10,0,0,0,0,8692,8070,206,19,185,190,0,19,185,134,0,8747,8235,144,32,80,253,0,32,80,195,0,5971,1840,3919,5686,1158,4177,5852,2073,3590,5674,988,4686,5553,1591,3962,5754,1474,4128,5823,1495,4128,5563,1850,3533,6002,1499,4396,6333,1446,4743,6354,1727,4627,6324,1514,4625,6252,1492,4760,6185,1329,4588,6217,1500,4717,5284,600,3725,6112,1547,4495,6466,1460,4798
38,38,10370,9717,270,52,49,312,14,0,0,11162,10118,396,101,84,506,7,0,0,10866,9749,352,110,89,509,31,10878,9757,353,110,89,496,31,10927,9863,380,93,62,579,7,4,31,352,0,288,11017,9948,406,70,44,587,7,7936,7549,155,19,33,191,7,0,0,8544,7928,256,16,53,273,0,7,42,189,0,18,0,8552,7821,224,61,61,321,17,8552,7821,224,20,28,96,8,319,8607,7979,228,10,42,341,0,0,0,0,0,8681,8020,242,36,37,353,0,10,1,200,0,8872,8118,296,78,60,360,0,11,27,187,0,5068,1520,3307,5288,837,4145,5439,1792,3411,5259,758,4501,5235,1466,3769,5381,1340,3855,5415,1140,4071,5332,1427,3679,5917,1107,4699,6340,1039,5180,6336,1300,5036,6321,1124,4951,6277,1065,5212,6247,1016,4937,6230,1072,5158,4956,458,3746,6141,1135,4943,6756,1040,5580
39,39,9319,8351,345,95,85,491,17,0,0,10236,8583,816,206,180,891,0,0,0,10708,8734,756,207,149,870,30,10721,8743,756,182,135,803,26,11067,9231,851,149,157,955,0,10,106,439,0,430,11048,9134,777,157,141,962,119,6796,6273,188,35,56,263,8,0,0,7427,6596,396,50,155,217,0,24,120,102,0,10,0,7888,6711,447,99,96,506,17,7888,6711,447,43,46,272,9,341,7755,6820,507,43,160,240,0,0,0,0,0,7869,6937,495,72,135,204,0,39,88,139,0,8243,7531,327,35,33,311,6,21,8,217,6,3927,1689,2121,4228,1144,2746,4361,2003,2192,4238,1026,3212,4194,1651,2543,4315,1592,2576,4354,1439,2770,4264,1821,2271,4907,1694,3057,5268,1676,3435,5259,2000,3259,5244,1787,3151,5185,1730,3455,5166,1594,3262,5164,1708,3456,3664,746,2128,5016,1760,3135,4971,1565,3249
40,40,10008,8798,455,81,68,663,26,0,0,11515,9835,591,132,13,1033,0,0,0,10764,9048,578,127,110,856,39,10780,9062,579,124,107,815,34,11737,10147,789,118,1,737,0,0,1,473,0,330,10974,9321,658,117,63,732,0,7297,6622,244,37,36,387,15,0,0,8484,7624,191,28,7,633,0,4,7,556,0,10,0,7979,6967,323,64,68,497,20,7979,6967,323,35,32,270,3,330,8733,7986,293,22,2,383,0,0,0,0,0,8286,7590,224,17,0,406,0,0,0,187,0,8359,7484,290,14,8,511,0,0,7,236,0,4295,1804,2382,4338,1048,3002,4462,1956,2306,4332,947,3385,4292,1640,2652,4414,1579,2715,4446,1384,2901,4347,1665,2520,4993,1476,3371,5345,1436,3754,5336,1707,3629,5330,1494,3530,5283,1489,3794,5236,1332,3601,5255,1452,3803,3740,620,2394,5128,1508,3497,5121,1252,3704
41,41,10329,2926,512,63,78,7061,3,0,0,10778,2646,744,107,327,7344,249,0,0,10281,2596,466,62,104,7321,24,10288,2597,466,62,103,7317,23,10903,2428,764,72,265,7796,222,23,27,7390,0,275,10255,2372,781,70,276,7124,264,6745,2395,265,32,54,4130,2,0,0,6889,2204,379,30,24,4210,0,14,24,4095,0,34,0,6804,2129,283,34,75,4402,9,6804,2129,283,5,37,4052,0,296,7123,2192,424,50,15,4410,0,0,0,0,0,6780,2109,424,48,20,4119,4,10,22,3884,4,7073,2326,380,59,25,4245,0,31,20,4070,0,3334,2111,1099,2755,1361,1196,2851,1796,948,2806,1176,1630,2763,1639,1124,2825,1638,1110,2858,1622,1150,2859,1858,944,3012,1683,1276,3136,1696,1376,3146,1802,1344,3119,1657,1317,3114,1709,1405,3102,1635,1331,3094,1698,1396,2035,779,905,3043,1712,1303,3075,1551,1394
42,42,10314,4813,540,97,35,4979,13,0,0,11247,5105,619,127,50,5447,11,0,0,10279,4158,494,170,78,5492,24,10295,4164,494,154,74,5457,20,10603,4924,609,181,63,5044,5,28,4,4683,0,346,10293,4619,487,262,64,4973,58,7249,3817,327,52,23,3094,9,0,0,7966,4073,397,64,17,3425,4,35,2,3278,4,4,0,7209,3387,320,91,56,3386,15,7209,3387,320,52,19,3179,6,242,7376,3641,377,67,31,3362,0,0,0,0,0,7326,3526,299,151,30,3289,0,115,0,3161,0,6946,3303,291,207,10,3152,0,119,4,3026,0,4607,3047,1429,3695,1784,1639,3809,2370,1299,3686,1613,2073,3668,2114,1554,3768,2126,1526,3805,2038,1652,4041,2596,1340,4129,2178,1853,4278,2081,2106,4296,2328,1968,4313,2172,1946,4265,2191,2074,4254,2131,1935,4236,2152,2084,2814,950,1250,4121,2162,1901,3733,1649,1953
43,43,9872,8574,486,156,117,626,20,0,0,9861,8274,611,164,274,615,0,0,0,10793,8690,715,242,213,989,36,10813,8705,716,213,200,919,29,9234,7688,746,276,153,472,0,105,34,76,0,583,9842,8014,780,248,141,503,116,7377,6637,271,67,72,347,12,0,0,7197,6426,352,84,82,252,0,70,59,180,0,0,0,8015,6779,378,121,137,566,27,8015,6779,378,81,67,324,7,350,6890,5980,343,220,68,320,0,0,0,0,0,7256,6336,292,164,60,330,85,40,40,162,85,7713,6669,308,163,51,471,28,19,47,189,28,4648,2085,2462,4394,1368,2598,4549,2225,2161,4401,1100,3301,4350,1822,2528,4506,1718,2659,4545,1644,2772,4489,2111,2222,5058,1954,2941,5389,1976,3255,5415,2295,3120,5375,2040,3076,5303,1964,3339,5260,1817,3142,5270,1931,3339,3927,902,2068,5138,2022,2986,4810,1738,2871
44,44,9417,8508,353,96,126,379,17,0,0,9780,8981,312,49,51,417,0,0,0,10801,9254,509,189,199,587,32,10814,9261,510,183,198,567,32,10949,10202,214,11,49,463,0,2,3,423,0,112,13063,11933,531,61,107,299,106,6830,6300,194,47,89,234,11,0,0,7225,6735,144,2,11,333,0,0,7,257,0,0,0,7948,7014,315,78,126,354,22,7948,7014,315,38,79,176,3,292,8134,7610,87,7,30,390,0,0,0,0,0,9319,8741,235,28,49,217,0,26,7,129,0,9032,8211,365,35,84,303,0,16,7,196,0,4517,1820,2587,4513,1254,2895,4675,2039,2482,4526,1010,3516,4514,1755,2759,4632,1621,2887,4668,1501,3046,4396,1832,2409,5268,1774,3357,5692,1800,3755,5728,2088,3640,5696,1856,3609,5644,1803,3841,5597,1668,3618,5586,1760,3826,4172,793,2418,5476,1855,3514,5756,1758,3843
45,45,10923,9550,446,183,106,708,31,0,0,11162,9193,542,358,263,958,10,0,0,10836,8929,590,254,164,831,27,10869,8952,593,228,148,760,24,11083,8758,635,316,313,1219,87,97,247,809,10,520,10864,8459,802,329,326,991,217,8870,7968,295,96,81,454,20,0,0,8752,7570,373,202,80,557,10,76,57,384,10,3,0,8882,7523,429,152,116,588,19,8882,7523,429,92,68,362,14,346,8605,7235,427,150,101,672,8,0,0,0,0,8650,7331,495,179,61,491,14,113,34,405,14,8598,7403,473,119,26,526,6,83,0,383,6,5567,2837,2582,4711,2164,2167,4883,2766,1984,4684,1709,2975,4653,2477,2176,4817,2276,2401,4853,2331,2401,4800,2774,1891,5164,2673,2359,5404,2771,2490,5453,2948,2505,5414,2688,2465,5339,2698,2641,5284,2489,2481,5305,2617,2688,3954,1066,1441,5224,2741,2390,5042,2541,2342
46,46,10691,9392,501,167,146,574,31,0,0,10503,9389,503,142,58,479,0,0,0,10902,8879,755,272,222,763,55,10917,8887,758,253,213,737,54,10377,8913,573,177,187,539,51,133,148,303,0,296,10929,9099,733,114,234,613,132,8630,7810,306,94,94,364,19,0,0,8440,7668,366,77,2,339,0,67,0,192,0,2,0,8665,7298,495,170,156,495,24,8665,7298,495,73,107,241,9,411,8236,7217,449,108,67,372,0,0,0,0,0,8605,7445,561,100,110,390,0,66,80,250,0,8712,7407,835,96,172,193,4,62,83,150,4,5308,2809,2341,4588,2022,2123,4764,2794,1780,4555,1717,2838,4549,2492,2057,4702,2305,2221,4758,2346,2229,4547,2746,1650,5060,2667,2225,5331,2708,2438,5352,3002,2350,5327,2732,2298,5254,2744,2510,5228,2517,2346,5237,2663,2574,3707,1140,1414,5110,2710,2280,4916,2329,2419
47,47,11319,8578,1250,263,149,1277,22,0,0,10469,8410,721,332,148,1008,110,0,0,10887,7847,1167,337,147,1510,55,10760,7776,1152,314,139,1361,47,10383,7699,842,284,219,1537,66,164,116,1058,47,453,9653,7191,891,222,229,1242,7,9017,7143,824,172,112,866,10,0,0,8076,6704,435,159,91,660,30,58,78,539,30,28,0,8839,6690,809,209,87,1081,38,8839,6690,809,123,53,712,19,398,7695,6050,563,127,73,847,24,0,0,0,0,7647,5939,707,117,83,814,4,89,65,590,4,8632,6310,1042,198,117,949,6,157,105,738,6,4307,2643,1505,3563,1583,1551,3709,2298,1215,3551,1488,2063,3532,2017,1515,3636,1891,1554,3696,1935,1578,3534,2290,1091,3944,2175,1615,4189,2219,1791,4179,2493,1686,4173,2185,1652,4132,2257,1875,4101,2046,1704,4106,2190,1916,2604,888,951,3947,2207,1620,3565,1822,1599
48,48,8825,7066,758,234,84,859,34,0,0,9104,7144,799,207,155,852,1,0,0,10856,8265,1127,339,166,1097,40,10887,8283,1128,310,158,1054,37,9613,7473,1023,318,169,805,4,14,86,632,0,342,10699,8155,1231,319,153,1015,44,6616,5615,446,96,45,485,18,0,0,6641,5579,474,37,34,509,0,21,28,444,0,1,0,8270,6644,699,175,114,657,25,8270,6644,699,82,50,359,4,405,7308,6115,674,45,16,418,0,0,0,0,0,8323,6862,695,39,0,747,0,3,0,661,0,8570,7324,589,29,45,618,0,6,0,537,0,3701,1997,1562,3419,1297,1804,3530,1968,1373,3392,1136,2256,3365,1643,1722,3492,1543,1790,3528,1533,1820,3461,1931,1365,4202,1923,2115,4608,1980,2458,4591,2321,2270,4576,2026,2243,4514,1997,2517,4485,1813,2340,4489,1923,2566,3121,973,1443,4394,2020,2245,4659,1910,2577
49,49,10494,9473,386,138,129,445,18,0,0,10396,8747,833,200,102,618,62,0,0,10770,8848,721,186,213,763,71,10787,8857,722,173,205,746,70,10191,8535,887,145,132,647,60,68,52,333,28,289,10261,8184,1247,188,220,459,33,8361,7724,237,69,75,282,11,0,0,8134,7311,384,63,36,299,33,63,18,222,33,3,0,8528,7312,455,111,142,463,41,8528,7312,455,56,91,268,27,285,7949,7118,408,30,46,317,30,0,0,0,0,7712,6729,510,55,44,387,0,56,29,304,0,7715,6904,282,30,52,452,0,31,38,298,0,5334,2588,2616,4618,1618,2628,4780,2473,2121,4609,1273,3336,4588,2076,2512,4727,1899,2683,4771,1882,2719,4868,2417,2292,5134,2138,2838,5351,2112,3076,5359,2418,2941,5341,2145,2924,5278,2117,3161,5245,1957,3012,5242,2057,3185,3745,953,1868,5217,2206,2887,5089,1994,2918
50,50,8564,7822,275,64,121,289,34,0,0,11507,10092,600,250,149,697,6,0,0,10929,9230,531,176,219,670,69,10932,9231,531,173,217,657,63,9926,8747,662,350,9,316,0,0,9,36,0,249,10916,9790,555,345,40,271,1,6445,6008,155,25,83,174,16,0,0,9355,8340,399,37,150,423,0,0,150,204,0,8,0,8559,7478,316,79,159,417,45,8559,7478,316,39,109,233,25,327,8257,7710,314,35,10,202,0,0,0,0,0,8838,8315,322,47,28,115,0,0,17,82,0,9029,8408,275,18,123,187,0,0,39,114,0,3989,1641,2253,4569,1426,2803,4743,2096,2505,4586,1049,3537,4538,1807,2731,4686,1602,2959,4735,1579,3045,5199,2250,2811,5580,2067,3380,5944,2139,3667,5975,2383,3592,5954,2143,3589,5889,2082,3807,5835,1917,3677,5847,2022,3825,4430,909,2433,5892,2199,3584,6407,2186,4034
51,51,10763,9908,346,108,123,323,26,0,0,10414,9509,278,290,247,167,36,0,0,10799,9262,539,197,163,573,43,10811,9269,539,182,156,539,38,9898,8924,228,270,218,276,36,48,155,187,3,351,10522,9769,225,98,139,146,20,8500,8024,168,43,78,197,12,0,0,7948,7451,172,72,109,122,2,45,92,81,2,15,0,8562,7609,319,101,107,363,28,8562,7609,319,58,61,222,14,254,7736,7196,127,57,114,220,0,0,0,0,0,8384,7933,161,45,84,138,0,45,52,92,0,8374,7837,212,36,111,137,0,31,85,78,0,6009,2609,3247,5303,1945,2964,5513,2719,2646,5316,1431,3885,5259,2333,2926,5453,2129,3189,5503,2110,3257,5785,2856,2769,5928,2513,3264,6125,2540,3426,6168,2753,3415,6145,2509,3400,6060,2460,3600,6010,2293,3457,6022,2411,3611,4615,1032,2176,5990,2570,3302,5662,2298,3186
52,52,8332,7759,233,56,128,166,7,0,0,9334,8392,545,29,215,220,21,0,0,10858,9681,413,93,255,355,29,10862,9685,413,93,253,341,29,10446,9431,455,40,291,342,21,11,97,39,0,415,11195,10338,190,51,389,251,15,6295,5954,132,20,85,106,5,0,0,6805,6409,178,7,77,123,0,5,50,42,0,10,0,8207,7460,264,49,166,217,13,8207,7460,264,22,112,85,5,247,7669,7172,151,15,129,178,0,0,0,0,0,8488,7924,113,3,258,172,0,3,192,56,0,8821,8192,197,3,260,164,0,0,169,58,0,5192,1974,3124,5222,1709,3193,5465,2326,3036,5299,1185,4114,5244,2059,3185,5431,1799,3523,5457,1788,3577,5502,2361,3032,6243,2322,3805,6677,2437,4094,6758,2628,4130,6722,2406,4132,6638,2351,4287,6567,2180,4150,6591,2279,4312,5302,976,2805,6509,2440,3979,6856,2466,4200
53,53,6593,6162,154,42,55,188,16,0,0,9567,8599,500,93,61,274,126,0,0,10779,9561,429,99,208,415,29,10784,9564,430,99,208,405,29,10510,9843,304,53,41,235,58,0,12,136,0,220,11091,9297,290,167,52,646,112,4794,4546,83,21,38,117,9,0,0,6962,6481,286,35,19,134,0,9,16,83,0,2,0,7951,7206,250,53,125,254,16,7951,7206,250,35,81,132,4,223,7720,7403,188,33,13,88,0,0,0,0,0,7892,7218,147,4,10,454,0,4,10,249,0,8271,7551,193,26,7,472,0,5,0,244,0,3546,1216,2235,4989,1156,3499,5156,1930,3103,4995,886,4109,4943,1671,3272,5100,1415,3578,5151,1315,3711,4085,1392,2562,5774,1617,4016,6427,1711,4534,6451,1987,4464,6427,1782,4405,6365,1677,4688,6314,1550,4467,6334,1632,4702,4954,673,3149,6030,1695,4235,6651,1655,4819
54,54,9861,9125,284,57,81,337,14,0,0,10357,9515,479,118,14,230,3,0,0,10804,9420,525,79,117,561,22,10816,9427,525,75,116,544,21,10532,9588,370,311,76,182,1,81,75,137,0,283,11010,9420,611,304,119,556,3,7390,6966,166,24,45,187,13,0,0,7808,7389,185,22,10,200,0,18,10,154,0,0,0,8138,7278,301,36,71,360,9,8138,7278,301,14,48,146,0,326,7868,7452,172,34,45,143,0,0,0,0,0,8291,7512,285,84,55,370,0,75,55,248,0,8401,7529,324,48,78,409,0,29,74,249,0,4410,2028,2218,4471,1208,2921,4599,2082,2306,4463,1082,3381,4459,1780,2679,4556,1597,2804,4595,1523,2892,4348,1805,2351,4965,1618,3206,5286,1566,3567,5281,1861,3420,5274,1636,3361,5226,1629,3597,5201,1518,3387,5209,1601,3608,3775,644,2299,5057,1647,3312,5113,1411,3546
55,55,10078,9668,188,50,32,152,7,0,0,10597,9989,261,61,54,209,6,0,0,10473,9603,261,43,79,321,32,10476,9606,261,43,79,320,32,10689,9991,271,75,55,201,18,58,45,89,11,141,10645,9795,306,58,57,299,13,8092,7827,113,28,22,105,6,0,0,8695,8250,189,39,33,182,4,35,29,128,4,4,0,8506,7895,167,37,52,229,15,8506,7895,167,13,18,69,0,307,8745,8330,180,40,24,172,8,0,0,0,0,8695,8240,207,39,4,205,8,39,0,52,8,9110,8559,246,80,13,213,14,20,0,7,14,5791,2443,3108,5967,1828,3748,6113,2775,3145,5907,1590,4317,5874,2459,3415,6034,2075,3786,6101,2156,3758,6067,2680,3209,6657,2396,4132,7052,2421,4468,6995,2591,4404,7076,2498,4303,7010,2419,4591,6964,2253,4392,6989,2374,4615,5833,1030,3294,6863,2475,4302,7297,2353,4719
56,56,10801,10306,234,42,82,168,20,0,0,11289,10514,386,42,100,262,0,0,0,10726,9725,302,52,89,333,27,10733,9731,302,52,87,332,27,11237,10407,396,48,91,307,0,7,27,146,0,231,10561,9707,386,97,76,334,0,8321,8008,138,22,55,117,12,0,0,8780,8343,235,29,20,158,0,29,16,99,0,0,0,8514,7846,205,23,56,215,15,8514,7846,205,6,31,57,0,348,8803,8267,279,24,46,206,0,0,0,0,0,8387,7789,303,24,53,196,0,24,18,49,0,8586,8050,248,5,44,215,1,5,22,43,1,5669,1730,3722,5902,1084,4485,6010,2050,3776,5853,918,4935,5829,1744,4085,5948,1427,4324,5998,1429,4372,5960,1796,3976,6553,1453,4986,6982,1406,5450,7007,1653,5354,6985,1514,5270,6902,1402,5500,6901,1359,5231,6910,1393,5517,5498,567,3916,6739,1475,5185,7132,1300,5648
57,57,9995,9566,182,37,103,110,14,0,0,10415,9787,249,24,178,180,24,0,0,10919,9850,344,81,179,322,14,10922,9853,344,78,179,320,13,10772,9913,367,44,236,235,20,17,164,65,16,219,11320,10157,417,97,243,393,23,8282,7974,118,21,72,90,11,0,0,8704,8290,147,19,107,132,0,9,52,74,0,8,0,9307,8492,262,69,125,236,10,9307,8492,262,32,58,61,0,361,9091,8465,231,20,140,163,0,0,0,0,0,9602,8802,260,34,149,254,0,30,64,130,0,9800,9026,300,97,125,189,5,42,61,78,5,6161,3116,2794,6582,2896,3195,6751,3741,2808,6487,2893,3594,6388,3272,3116,6602,3016,3294,6706,3193,3290,6719,3722,2863,7561,3826,3593,8069,4035,3895,8117,4273,3844,8085,4048,3818,7956,3979,3977,7908,3777,3724,7938,3923,4015,6220,2556,2814,7751,3980,3692,7804,3824,3760
58,58,9482,8985,221,35,60,199,13,0,0,9984,9300,331,132,30,252,9,0,0,10824,9809,336,84,111,379,9,10830,9815,336,83,111,371,8,10127,9491,282,147,40,204,0,50,17,11,0,259,10637,9988,266,34,58,347,0,7518,7197,130,17,42,143,5,0,0,8000,7502,229,115,9,143,0,75,9,10,0,9,0,8863,8124,220,52,84,281,5,8863,8124,220,30,47,61,0,350,8073,7660,206,105,35,99,0,0,0,0,0,8648,8191,233,35,44,175,0,0,10,35,0,8995,8485,204,24,60,223,5,4,16,39,5,5386,2741,2423,5325,2298,2548,5477,3211,2047,5252,2304,2948,5200,2747,2453,5355,2569,2542,5433,2689,2530,5604,3293,2146,6269,3284,2818,6710,3429,3089,6728,3771,2957,6718,3484,2954,6615,3471,3144,6571,3211,2933,6603,3389,3214,5266,1671,2094,6513,3478,2944,6991,3509,3243
59,59,8684,8339,140,32,106,64,7,0,0,10437,9431,540,307,269,267,3,0,0,10832,9833,331,84,255,176,24,10832,9833,331,84,255,176,24,10663,9555,610,220,303,222,2,35,220,13,0,203,11037,10068,244,8,508,72,27,6656,6446,84,15,68,52,4,0,0,7697,7245,235,83,100,24,0,44,86,0,0,4,0,8521,7766,255,63,172,151,15,8521,7766,255,28,101,18,1,328,7868,7367,261,62,152,30,0,0,0,0,0,8303,7914,174,19,175,35,0,23,147,16,0,8612,8160,214,28,162,68,0,32,127,21,0,5642,3043,2472,5757,3179,2114,6001,3715,2154,5738,2869,2869,5636,3343,2293,5828,3121,2515,5954,3334,2464,6784,4516,2156,7023,4331,2550,7441,4605,2654,7507,4748,2759,7480,4501,2774,7290,4451,2839,7240,4257,2575,7303,4364,2939,5949,3837,1961,7406,4610,2689,8011,4863,2916
60,60,8769,8151,356,50,86,139,18,0,0,9878,9305,290,33,105,148,0,0,0,10921,9602,716,97,153,223,21,10921,9602,716,97,153,223,21,9472,8539,593,27,109,149,0,7,88,51,0,187,9869,8341,1104,63,78,191,0,6984,6548,239,33,60,102,11,0,0,7753,7407,143,22,57,122,0,0,53,38,0,4,0,8757,7832,510,61,96,163,13,8757,7832,510,20,66,22,5,260,7140,6752,212,16,66,100,0,0,0,0,0,7334,6750,444,22,50,93,0,4,45,30,0,7508,6843,531,10,31,91,6,0,29,4,6,4783,2286,2343,5228,2283,2496,5362,2822,2369,5162,2154,3008,5077,2508,2569,5236,2195,2814,5342,2457,2723,5524,3091,2293,6338,3253,2942,6866,3513,3171,6900,3687,3213,6865,3475,3161,6672,3420,3252,6638,3161,3020,6702,3316,3386,5132,2630,2328,6562,3411,3054,6597,3254,3147
61,61,8213,7175,270,96,411,296,24,0,0,9896,8520,460,215,484,250,88,0,0,10860,9099,527,167,545,461,41,10863,9100,527,160,535,445,41,10302,8629,529,278,602,239,103,232,386,127,5,383,11463,9348,741,340,799,216,61,7300,6453,214,74,362,212,19,0,0,8343,7569,304,116,140,174,4,100,83,84,4,31,0,9987,8485,452,154,471,365,27,9987,8485,452,79,331,159,10,437,8918,8006,387,132,197,202,4,0,0,0,0,10047,8921,558,118,300,175,0,111,204,96,0,9846,8714,641,94,246,187,0,71,175,97,0,4204,2761,1318,4663,2763,1344,4751,3223,1347,4515,2550,1965,4434,2808,1626,4604,2697,1635,4717,2898,1624,4677,3393,1166,5317,3614,1516,5701,3875,1629,5740,4083,1657,5672,3790,1609,5506,3795,1711,5453,3478,1499,5517,3717,1800,3928,2822,978,5228,3627,1491,4159,2840,1175
