ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep
27,27,474800,342988,77873,45213,8044,3961,645,533007,370417,99158,53930,9150,3623,890,0,0,534545,358805,102060,54685,10967,10417,798,546429,375697,102974,56362,9558,3879,780,47687,7484,1045,223,9630,546234,366872,108875,57001,10596,5725,856,375354,286862,50230,31423,5768,2885,443,402269,310742,49788,33200,5452,2109,440,32002,5009,808,440,627,0,434101,309545,69616,39274,8216,7981,593,434101,309545,69616,34254,6529,934,133,11526,413190,316477,52517,34869,6049,2407,353,0,0,0,0,416617,313127,58035,35067,6530,2656,333,33017,5576,469,333,437860,323894,64611,37907,7252,3091,179,35213,5999,424,179,207442,89397,114896,204394,85119,119275,233878,80811,144367,229346,73731,144277,202599,76216,125810,202899,72326,126982,200271,65577,130824,197570,70796,126658,223261,77551,141161,276557,98515,175151,218690,71121,145403,201494,58690,140691,201986,57204,143812,199174,55154,144020,197115,56922,140193,196668,38687,141969,241150,75072,164220,287554,92117,192495,282638,88426,189491
28,28,444096,271280,125770,40936,6794,3386,1030,535770,309753,163361,52748,10310,3914,479,0,0,537495,309739,162999,49557,10932,8120,687,546344,313210,167475,54477,10285,3792,721,46264,8336,1498,103,6959,550319,309939,173769,54586,11401,7323,893,349275,233579,84452,26318,4891,2252,745,364585,263829,67632,24840,5733,1940,62,24343,4937,1098,62,606,0,438888,275904,116714,33711,8234,5962,447,438888,275904,116714,29278,6446,695,74,8177,376404,267323,74060,26650,5870,1874,52,0,0,0,0,387613,267419,83055,28447,6111,1912,92,27015,4866,654,92,410754,284874,85757,30414,6860,2057,200,28182,5385,717,200,180216,72331,106150,189274,70504,118770,223920,82621,133759,220092,67150,146842,202176,73479,128262,201686,72506,126793,199325,66907,129902,196461,69727,126640,219946,77884,138805,276033,106108,167693,222194,73946,146488,212429,61944,149079,212727,60767,151275,209489,59666,149823,207995,59705,148290,209841,59862,147942,248726,79341,167918,293257,98984,191075,289976,88531,198844
29,29,486632,332632,75255,69701,7999,4857,780,529979,345855,91974,80546,10608,4916,733,0,0,535749,336627,97281,83110,10935,9782,940,538172,349041,93558,81763,10540,5114,953,73050,8174,1632,377,10377,540294,340634,97825,85539,12130,7126,839,389935,285542,50110,47180,5833,3272,557,403235,297366,47773,50093,4564,2958,119,48621,3830,1203,119,615,0,439428,297075,67929,58603,8415,7492,630,439428,297075,67929,52880,6507,1105,169,11909,414288,301881,51503,52510,4839,3057,100,0,0,0,0,420236,298230,56436,54789,6617,3721,42,51831,5547,1119,42,435605,303789,62069,58246,7123,3993,83,54561,6069,1232,83,220801,102865,115031,215294,95819,119475,242261,94931,139661,238456,96106,133848,214108,90331,122943,214247,88425,122752,211838,81092,126961,208348,84814,123340,233284,94186,135332,285284,115443,167291,228439,84706,141756,211360,71582,137689,211718,68852,141649,209261,66785,142476,207078,69527,137551,207095,55278,140985,247324,89393,156194,286475,105914,177658,282044,107274,170531
30,30,474439,270573,88359,95058,20134,2473,1043,520996,259078,120075,119502,24085,3931,664,0,0,539428,236486,128768,125364,28357,5915,907,531348,257328,125332,124496,25939,3382,863,109267,20266,413,65,13452,540622,241906,129485,130802,27710,5620,633,369753,223179,64990,65745,14708,1715,772,347682,199961,64249,69083,11982,1062,109,67323,11227,386,109,1280,0,424951,199068,96947,90464,21366,4514,671,424951,199068,96947,80282,17704,448,123,22997,353796,197197,68334,72983,12931,941,64,0,0,0,0,362264,193531,74679,77299,14001,1559,59,74169,12944,388,59,368890,189200,82022,79933,14470,1554,80,76444,12929,384,80,204742,128875,74642,203483,125008,78475,230073,139202,84561,224982,130682,89088,192046,121871,69752,196446,123357,71617,193681,119253,71453,192026,121235,70589,217095,132486,81709,265981,160399,103528,199995,115916,82336,171661,93395,76676,171879,90272,80547,169407,90235,79172,168440,90161,78279,169245,93281,73575,211411,116708,93060,247703,132718,111778,243461,133365,106717
31,31,473128,340584,68522,52739,11753,3975,839,523383,357857,86642,62560,16389,3581,832,0,0,540900,352259,96948,66806,17855,8991,952,533002,360090,89749,66044,15830,3734,748,57341,12690,759,171,10062,541582,354804,96690,68956,17451,4445,829,374424,283002,46795,35959,8398,2786,608,394739,299760,46827,37339,8486,1754,160,36145,7904,675,160,735,0,439436,302871,68420,48437,13245,6661,719,439436,302871,68420,42236,10444,580,165,12494,402823,304309,49567,38200,8304,1758,175,0,0,0,0,413498,302963,56757,41386,9716,1913,234,38823,8207,343,234,430330,307700,63661,44612,10994,2094,292,41785,9171,302,292,232749,115398,115277,236776,109645,127131,271090,115318,146399,267313,117577,143631,243180,112071,130393,242330,109365,130628,239045,100685,134192,234932,104269,130433,263767,116184,143788,322581,142505,177343,260500,106643,151627,243866,92851,148932,244199,89697,153472,241308,87355,153953,239152,88940,150212,241927,87479,154448,286990,114386,170675,338848,136884,198140,333407,136781,191981
32,32,488008,160475,87711,228793,15902,2848,1833,539689,137990,119564,267669,20565,6624,1013,0,0,542051,131393,126850,267137,20389,5720,1108,543025,136941,120205,268877,21997,5780,1289,253886,16135,849,249,11853,544175,125372,129846,275503,20447,8432,695,377356,139720,66859,161333,12194,2043,1433,347057,115912,66905,152373,9070,1639,76,149740,7973,642,76,1461,0,429267,116723,99270,198105,16211,4535,894,429267,116723,99270,183168,12463,618,149,13404,354452,114124,69821,156340,10580,1637,137,0,0,0,0,357557,106169,77829,159498,10862,1966,196,155435,9923,340,196,364505,104138,79227,165521,12446,2002,260,161132,11463,308,260,204728,158394,45107,211545,166049,45496,229461,174157,49749,224744,167403,52718,190237,150254,39575,196732,154486,40967,193787,150016,41206,192505,150912,41408,215317,164977,47795,258270,193570,62708,190103,140658,47832,155288,110378,43389,155383,107647,46537,153238,107939,45299,152664,108130,44534,150429,108030,42014,197579,140599,55436,233968,161357,69834,230634,162540,64785
33,33,454999,336831,74913,35290,8001,3206,689,514012,367940,97666,37549,10533,2725,825,0,0,538875,369076,108698,40576,12796,8455,732,529223,374964,103177,38417,11057,2766,629,32778,8590,512,223,7057,539225,371596,108763,42217,12098,4996,750,373195,292376,51217,23263,5770,2354,479,394278,317907,45133,23278,5870,1594,98,22472,5181,615,98,461,0,452580,329767,77758,28319,9778,6440,567,452580,329767,77758,23237,7698,667,155,11384,408219,325730,49409,24597,6374,1627,70,0,0,0,0,419217,326632,57097,25626,7090,2043,88,23698,6204,308,88,430927,332693,60671,26937,7557,2225,145,24411,6455,273,145,210923,92717,116038,203057,82994,120063,248873,94286,146903,245460,79050,157155,220808,87232,132743,220565,84106,133135,217181,76445,136989,213376,81621,131587,240097,89472,146783,293477,117039,174250,228019,81533,144707,203422,64910,136789,203911,63139,139915,200340,62065,138275,198206,62803,135403,201477,66250,135046,243279,82988,158713,283256,100079,180054,277141,90422,183385
34,34,514097,63981,150476,304817,9276,3204,2290,551055,62772,184065,306294,8773,2214,1348,0,0,533571,62656,197069,274843,9944,4895,661,550813,60839,187885,305790,7886,1978,1159,286694,6033,852,487,5302,546720,60195,200594,289152,9087,2186,939,388459,52092,119509,219696,7403,2245,1825,331774,43017,98095,184249,4399,1114,299,183584,4124,749,299,753,0,419631,50081,159310,210118,8027,3820,548,419631,50081,159310,192346,5850,367,76,9073,333077,40651,101795,184967,3793,1157,244,0,0,0,0,332883,41221,108412,177205,4390,1051,182,175226,3790,530,182,332569,41932,111477,172262,5469,1130,59,169708,4574,409,59,194189,166098,26952,194020,169114,24906,203865,171300,28188,199868,158662,36711,169658,143580,25665,169829,144720,23891,167129,139768,24941,166015,141213,24432,188887,155481,31148,224497,174871,47899,161861,127441,32989,125532,93182,30796,125814,91350,33084,122943,90529,32414,121777,90570,31207,123387,94728,28659,164926,120295,43214,197929,136298,59295,194575,135479,56046
35,35,485148,178811,184665,99410,29053,3337,1065,544863,165899,232249,117042,38432,4284,1436,0,0,542250,141188,248266,116951,40159,6448,957,551423,162031,234278,126647,38513,5514,1245,106400,30023,1466,390,13325,541687,148461,238438,123674,38204,6186,606,359222,138320,134675,69524,21064,2164,804,363236,126309,141893,71267,20021,1915,428,69570,18429,1172,428,1742,0,420434,114873,190293,87396,29944,4867,731,420434,114873,190293,73591,25149,732,154,12385,372175,125726,145780,77003,19543,1886,339,0,0,0,0,363745,116995,147173,76231,19857,1603,214,73394,18285,819,214,366919,112294,152915,78233,19960,1797,77,75094,18611,671,77,203673,128917,73604,210173,136428,73745,241450,156692,77572,237052,143055,88980,196995,130964,65630,203068,133051,68395,199759,129016,67730,198228,129600,68447,226455,144272,79139,281543,172839,106497,206573,124073,80614,174224,96195,76442,174336,93509,79756,171853,93983,77870,171070,93281,77789,170617,96598,74019,219417,123012,94760,260106,139987,116632,256217,141398,111367
36,36,497332,69081,399320,35407,7386,2294,436,551135,67201,451539,36835,9474,2593,294,0,0,540685,80019,421405,34755,11537,5554,519,554281,69551,451704,34802,10423,2700,327,21209,7352,299,0,2812,532881,68701,427663,33272,12211,3355,368,414832,55997,335821,28318,6284,1807,338,309116,47408,240518,16607,3887,572,45,16192,3513,263,45,97,0,457302,66320,358959,28487,9665,4501,426,457302,66320,358959,15088,7229,172,49,7518,315076,47751,245211,16633,4605,495,0,0,0,0,0,311144,48227,238996,17443,5358,588,58,16626,4780,359,58,315708,54473,236019,17085,6551,886,101,15682,5676,425,101,156158,73221,81961,158663,86773,71890,180770,107108,68086,177705,86759,86900,144314,78917,65071,143316,77412,63931,138966,73197,62727,139495,74510,64733,166121,88194,75418,213541,105813,106108,154198,75357,77401,130230,53296,75594,130296,52697,76602,127660,54258,73402,126939,52291,74648,129134,53955,75173,165399,71473,92642,198300,82197,113748,193713,80512,110417
37,37,499533,282563,127590,80632,11647,2945,1037,524934,264423,159798,92419,12642,3673,1076,0,0,542618,261981,167685,91227,15469,7018,889,526132,260588,169261,89837,13408,3818,1090,75324,9175,621,281,8738,532824,249660,177040,93203,13581,4888,1195,413281,247660,100648,57164,9238,2299,830,362285,211768,89117,52919,6034,1430,241,51101,5195,646,241,851,0,451875,230159,134602,68332,12391,5538,691,451875,230159,134602,58407,9312,542,152,14912,364080,207293,96384,51631,6581,1316,257,0,0,0,0,368847,201400,103021,54345,7389,1753,435,51662,6225,608,435,365822,195416,103551,54989,8702,1607,584,52037,7029,504,584,207997,126038,80357,209370,125018,84352,231901,135606,89659,226462,128213,92573,187246,114459,72340,194682,115894,77045,191629,112559,75736,190094,113887,76016,216104,126030,87003,265609,149240,114413,200437,109908,88792,173944,88528,83810,174123,85790,87229,171313,85799,85514,170424,85383,85041,170416,88018,81136,211154,108248,101444,243963,119063,122130,239443,120686,115567
38,38,485250,118060,282326,78479,14374,1787,746,528148,103905,341253,75987,16265,2417,621,0,0,543674,98766,359577,74007,15966,5075,548,527147,108379,335002,75104,17572,2438,571,60272,12734,418,44,7709,537433,102583,350167,75638,17173,4113,522,369935,93662,215502,54828,11295,1273,559,325305,75928,195072,45108,7624,818,40,44075,7041,382,40,759,0,429766,79107,285304,55903,12798,4019,432,429766,79107,285304,45024,9770,254,97,8183,328333,77368,196643,44591,7956,712,25,0,0,0,0,343405,73729,214893,44747,7750,895,75,42952,6853,259,75,355297,74577,223888,45837,8324,951,114,43670,7140,183,114,197446,111798,84212,199635,115733,83902,222206,134469,80115,219276,115697,98603,189646,112231,77006,189114,109742,77479,184144,104735,76161,185035,106227,78551,211078,119564,88472,264254,140772,121446,199572,104203,93608,175394,80232,93689,175509,78601,95770,172897,79234,93663,172090,77750,94340,174096,80071,93956,216664,101459,113826,258601,114865,140906,255083,114951,137182
39,39,503932,36674,437451,35564,6419,1223,342,534124,29121,478872,29661,6982,789,135,0,0,534522,33854,472635,28807,7897,3232,362,532850,31092,476900,27311,6965,1125,171,17277,5494,180,46,1188,530246,29017,475264,27243,7384,1680,154,395946,23316,349798,27677,4948,930,279,296324,18327,260336,14560,2734,260,45,14401,2631,151,45,89,0,435487,21158,392507,23513,6195,2547,287,435487,21158,392507,13235,4466,148,30,3080,301497,17740,266878,13348,2915,349,44,0,0,0,0,301200,16465,268215,12856,2992,287,24,12711,2825,73,24,303418,17022,269242,13227,2769,512,124,12892,2650,185,124,150514,65991,83681,147581,75755,71826,177284,97064,75206,174430,75562,95230,135913,64506,71118,134671,63336,69392,131122,59807,68271,131537,61295,70008,160554,74268,84025,211681,85329,125093,149972,59740,89006,126344,36722,88567,126471,36647,88997,123591,38128,85463,122745,36543,86202,125117,35587,89514,164617,53235,110413,202675,61900,139217,198058,60835,134846
40,40,488854,105993,337047,41783,10907,2131,679,530079,103219,376345,46476,11343,2326,745,0,0,542532,98993,387494,48254,12905,6635,562,533531,106631,373223,47517,11824,2461,713,37583,9309,345,212,3902,538628,105850,376245,50697,11501,3838,915,377130,84736,259110,29646,8318,1605,528,332645,78849,222595,24307,5877,533,55,23650,5525,224,55,443,0,433582,81214,310015,35666,10082,5096,420,433582,81214,310015,26754,7464,328,119,6090,339103,80646,226609,24643,6006,582,99,0,0,0,0,354498,82624,238688,25654,5748,1024,149,24620,5025,372,149,352633,79544,239789,25335,5973,1160,201,24134,5217,425,201,179466,86245,91813,177947,92775,85172,213383,113658,91957,209983,94814,109914,173126,88379,84350,172546,85925,84491,168067,81071,83294,168601,82949,85409,198051,96105,98751,253277,112829,138518,186906,80877,104222,162026,57353,103233,162147,56052,105027,159822,57033,102789,158838,55946,102892,160797,56228,104319,203643,76722,125573,245212,88155,154764,241265,89028,149357
