"sum_white","sum_hispanic","sum_black","sum_asian","sum_pacific","sum_native","sum_total_demo","pct_white","pct_hispanic","pct_black","pct_asian","pct_napi"
19135388,7085834,4881020,955488,19710,218778,32369240,0.591159631798584,0.218906406205397,0.150791924679109,0.029518394624032,0.00736773554152028
