"people_id","party","legislator_name","last_name","ballotpedia","district_number","chamber","termination_date","setting_party_loyalty","leg_party_loyalty","leg_n_votes_denom_loyalty","leg_n_votes_party_line_partisan","leg_n_votes_party_line_bipartisan","leg_n_votes_cross_party","leg_n_votes_absent_nv","leg_n_votes_independent","leg_n_votes_other","leg_party_independence","rank_independent_all","rank_independent_R","rank_independent_D","rank_partisan_leg_R","rank_partisan_leg_D","n_white","n_hispanic","n_black","n_asian","n_native","n_pacific","n_total_demo","pct_white","pct_hispanic","pct_black","pct_asian","pct_napi","source_demo","year_demo","avg_pct_D","avg_pct_R","avg_party_lean","avg_party_lean_points_abs","avg_party_lean_points_R","pct_D_20_PRES","pct_D_22_GOV","pct_R_20_PRES","pct_R_22_GOV","incumb_people_id","rank_partisan_dist_R","rank_partisan_dist_D"
21920,"D","Michele Rayner-Goolsby","Rayner-Goolsby","http://ballotpedia.org/Michele_Rayner",62,"House",NA,"partisan_cross",0.975308641975309,81,79,410,2,125,15,6,0.0235478806907378,6,NA,6,NA,6,48248,20670,48135,2288,878,0,120476,0.400478103522693,0.171569441216508,0.399540157375743,0.0189913343736512,0.00728775855772104,"CVAP",22,0.691570067951131,0.296033332809524,"D",39.6,-39.6,0.715215683340192,0.66792445256207,0.269544938705775,0.322521726913273,21920,111,10
21983,"R","John Snyder","Snyder","http://ballotpedia.org/John_Snyder",86,"House",NA,"partisan_cross",1,86,86,417,0,96,2,0,0.00332778702163062,53,26,NA,20,NA,118740,13467,7104,2012,733,44,142162,0.835244298757755,0.0947299559657292,0.0499711596629198,0.0141528678549823,0.00546559558813185,"CVAP",22,0.356079222964768,0.637440153382638,"R",28.1,28.1,0.391623563876047,0.320534882053488,0.599478189225065,0.675402117540212,21983,34,87
22022,"R","Mike Giallombardo","Giallombardo","http://ballotpedia.org/Mike_Giallombardo",79,"House",NA,"partisan_cross",1,111,111,511,0,16,0,0,0,85,53,NA,2,NA,109307,27427,6730,2351,774,19,146916,0.744010182689428,0.186684908383022,0.0458084892047156,0.0160023414740396,0.00539764219009502,"CVAP",22,0.32242487083466,0.671825463649424,"R",34.9,34.9,0.36851989127749,0.276329850391831,0.623988139362491,0.719662787936357,22022,16,105
22129,"R","Dana Trabulsy","Trabulsy","http://ballotpedia.org/Dana_Trabulsy",84,"House",NA,"partisan_cross",0.98876404494382,89,88,456,1,47,0,0,0,97,65,NA,46,NA,89488,18798,29356,2173,1014,14,140895,0.635139642996558,0.133418503140637,0.208353738599666,0.0154228326058412,0.00729621349231697,"CVAP",22,0.433129111384229,0.560498512074932,"R",12.7,12.7,0.478360708021049,0.387897514747409,0.513921224685058,0.607075799464806,22129,62,59
22167,"R","Michelle Salzman","Salzman","http://ballotpedia.org/Michelle_Salzman",1,"House",NA,"partisan_cross",0.97,100,97,505,3,35,0,0,0,89,57,NA,67,NA,93182,5978,28447,4157,2070,64,134457,0.693024535725176,0.0444603107313119,0.21156949805514,0.030916947425571,0.0158712450820708,"CVAP",22,0.346732730034844,0.640459130583426,"R",29.4,29.4,0.381448224193531,0.312017235876157,0.601537475976938,0.679380785189914,22167,29,92
22173,"D","Marie Woodson","Woodson","http://ballotpedia.org/Marie_Woodson",105,"House",NA,"partisan_cross",0.966292134831461,89,86,468,3,27,6,2,0.0101351351351351,25,NA,21,NA,10,29710,42069,48510,2645,608,30,123751,0.240078868049551,0.339948768090763,0.391996832348829,0.0213735646580634,0.00515551389483721,"CVAP",22,0.681772260340972,0.309287165869893,"D",37.2,-37.2,0.716708991839049,0.646835528842895,0.274673931803052,0.343900399936733,22173,109,12
22207,"R","Jenna Persons-Mulicka","Persons-Mulicka","http://ballotpedia.org/Jenna_Persons",78,"House",NA,"partisan_cross",0.967741935483871,93,90,440,3,25,2,0,0.00357142857142857,48,22,NA,68,NA,97106,16654,16826,2459,703,8,133863,0.7254132956829,0.124410778183665,0.125695673935292,0.0183695270537789,0.00531140046166603,"CVAP",22,0.413806218317418,0.579866724253462,"R",16.6,16.6,0.463605044058214,0.364007392576621,0.528499812283298,0.631233636223625,22207,52,70
22261,"R","Adam Botana","Botana","http://ballotpedia.org/Adam_Botana",80,"House",NA,"partisan_cross",1,95,95,511,0,8,0,0,0,92,60,NA,10,NA,133772,10650,2097,2686,477,53,149903,0.892390412466728,0.0710459430431679,0.0139890462499083,0.0179182538041267,0.00353561970073981,"CVAP",22,0.330632992987804,0.664775289005683,"R",33.4,33.4,0.369021211993421,0.292244773982188,0.624518196769704,0.705032381241661,22261,22,99
22415,"R","Keith Truenow","Truenow","http://ballotpedia.org/Keith_Truenow",13,"Senate",NA,"partisan_cross",1,60,60,593,0,8,1,0,0.00151057401812689,26,17,NA,6,NA,279405,56082,36877,16052,2780,415,392269,0.712279073798847,0.142968218237995,0.0940094679926275,0.0409208986690256,0.00814492095985153,"CVAP",22,0.395529064648284,0.596545619972403,"R",20.1,20.1,0.429355808197568,0.361702321098999,0.56073041042239,0.632360829522415,22415,15,25
22512,"D","Felicia Simone Robinson","Robinson","http://ballotpedia.org/Felicia_Simone_Robinson",104,"House",NA,"partisan_cross",0.98876404494382,89,88,446,1,15,13,6,0.0228471001757469,7,NA,7,NA,3,16330,45519,48716,3524,238,0,114772,0.142282089708291,0.396603701251176,0.42445892726449,0.0307043529780783,0.00207367650646499,"CVAP",22,0.688032990728624,0.304605678035371,"D",38.3,-38.3,0.723494311980013,0.652571669477234,0.269835302107842,0.3393760539629,22512,110,11
22516,"D","Kevin Chambliss","Chambliss","http://ballotpedia.org/Kevin_Chambliss",117,"House",NA,"partisan_cross",0.819444444444444,72,59,452,13,126,4,6,0.00606060606060606,35,NA,24,NA,25,8587,62104,30708,1459,331,60,103203,0.0832049455926669,0.601765452554674,0.297549489840412,0.0141371859345174,0.00378864955476101,"CVAP",22,0.600664425582956,0.390358937223359,"D",21,-21,0.648810170596545,0.552518680569367,0.343521522484904,0.437196351961815,22516,101,20
22527,"R","Demi Busatta Cabrera","Busatta Cabrera","http://ballotpedia.org/Demi_Busatta_Cabrera",114,"House",NA,"partisan_cross",1,89,89,423,0,47,1,0,0.00178571428571429,66,36,NA,16,NA,24455,81792,5784,2370,157,0,114630,0.21333856756521,0.71353048940068,0.0504579952891913,0.0206752159120649,0.00136962400767687,"CVAP",22,0.46371725166791,0.52974648495578,"R",6.6,6.6,0.497834714668536,0.429599788667283,0.494838366820818,0.564654603090741,22527,72,49
22529,"R","Fiona McFarland","McFarland","http://ballotpedia.org/Fiona_McFarland",73,"House",NA,"partisan_cross",0.978494623655914,93,91,461,2,34,2,0,0.00338983050847458,52,25,NA,57,NA,134669,9636,7779,2574,755,65,155649,0.865209541982281,0.0619085249503691,0.0499778347435576,0.0165372087196191,0.00526826385007292,"CVAP",22,0.465818484473169,0.527265169402447,"R",6.1,6.1,0.493904479199732,0.437732489746606,0.496512555657553,0.558017783147342,22529,74,47
22550,"D","Angela Nixon","Nixon","http://ballotpedia.org/Angela_Nixon",13,"House",NA,"partisan_cross",1,88,88,397,0,95,25,1,0.0412541254125413,1,NA,1,NA,1,58635,7173,66298,3299,835,120,136400,0.429875366568915,0.0525879765395894,0.486055718475073,0.0241862170087977,0.00700146627565982,"CVAP",22,0.606673795011495,0.380111091714209,"D",22.7,-22.7,0.636513642524604,0.576833947498385,0.348623961341269,0.411598222087148,22550,103,18
22559,"R","Patt Maney","Maney","http://ballotpedia.org/T._Patt_Maney",4,"House",NA,"partisan_cross",0.977272727272727,88,86,477,2,16,9,0,0.0152542372881356,18,3,NA,62,NA,103140,10456,15016,5661,1493,183,137087,0.752368933596913,0.0762727319147695,0.10953627988066,0.0412949440866019,0.012225812805007,"CVAP",22,0.277320316338131,0.706114687889747,"R",42.9,42.9,0.309899849676903,0.244740782999358,0.666126544716241,0.746102831063253,22559,9,112
22580,"R","Jim Mooney","Mooney","http://ballotpedia.org/Jim_Mooney",120,"House",NA,"partisan_cross",0.964285714285714,112,108,545,4,6,1,0,0.00150602409638554,79,47,NA,73,NA,55105,45875,14574,1376,786,44,117972,0.467102363272641,0.388863459125894,0.12353778862781,0.0116637846268606,0.00703556776184179,"CVAP",22,0.429512447230798,0.561757002518387,"R",13.2,13.2,0.470277230910194,0.388747663551402,0.51949531344799,0.604018691588785,22580,61,60
22660,"R","Webster Barnaby","Barnaby","http://ballotpedia.org/Webster_Barnaby",29,"House",NA,"partisan_cross",1,72,72,503,0,74,0,0,0,114,81,NA,32,NA,84438,33280,13807,1691,685,64,134079,0.62976305014208,0.248211875088567,0.102976603345789,0.0126119675713572,0.00558625884739594,"CVAP",22,0.4192857827995,0.570545484106768,"R",15.1,15.1,0.457673598641899,0.380897966957101,0.529670377504271,0.611420590709264,22660,57,64
22662,"R","Kaylee Tuck","Tuck","http://ballotpedia.org/Kaylee_Tuck",83,"House",NA,"partisan_cross",1,87,87,466,0,27,0,0,0,101,69,NA,18,NA,94534,25762,12442,1515,1769,18,136365,0.693242400909324,0.188919444138892,0.091240420929124,0.011109888901111,0.0131045356213105,"CVAP",22,0.267015183564967,0.725375495188137,"R",45.8,45.8,0.305265341990919,0.228765025139014,0.68650832397598,0.764242666400293,22662,7,114
22672,"R","Lauren Melo","Melo","http://ballotpedia.org/Lauren_Melo",82,"House",NA,"partisan_cross",0.974025974025974,77,75,443,2,39,2,0,0.0035650623885918,49,23,NA,65,NA,59049,44800,11625,1236,945,0,117930,0.500712286949886,0.37988637327228,0.0985754261002289,0.0104807936911727,0.00801322818621216,"CVAP",22,0.325303911337838,0.667916758388352,"R",34.3,34.3,0.386478941293319,0.264128881382357,0.604286903068209,0.731546613708495,22672,18,103
22722,"R","Traci Koster","Koster","http://ballotpedia.org/Traci_Koster",66,"House",NA,"partisan_cross",1,84,84,490,0,54,0,0,0,106,74,NA,24,NA,83273,32319,9171,6034,582,4,131928,0.631200351706992,0.244974531562671,0.0695151901036929,0.0457370687041417,0.0044418167485295,"CVAP",22,0.435203963009904,0.554851788031123,"R",12,12,0.466749610606694,0.403658315413115,0.520305436310451,0.589398139751794,22722,64,57
22852,"R","Jennifer Bradley","Bradley","http://ballotpedia.org/Jennifer_Bradley",6,"Senate",NA,"partisan_cross",0.808823529411765,68,55,706,13,9,4,0,0.00508259212198221,20,11,NA,27,NA,304280,32769,60268,11520,4654,178,414234,0.734560658951221,0.0791074610003042,0.145492644254214,0.0278103680528397,0.0116649043777189,"CVAP",22,0.346235991501466,0.643222593637723,"R",29.7,29.7,0.376252398949147,0.316219584053785,0.609445873113376,0.67699931416207,22852,8,33
23066,"D","Daryl Campbell","Campbell","http://ballotpedia.org/Daryl_Campbell",99,"House",NA,"partisan_cross",0.924731182795699,93,86,470,7,81,9,2,0.0137404580152672,19,NA,16,NA,16,37994,18620,61429,1998,657,198,121034,0.313911793380372,0.153841069451559,0.507535072789464,0.0165077581506023,0.00706413074012261,"CVAP",22,0.74963736510627,0.24280019262108,"D",50.7,-50.7,0.776100004726121,0.723174725486419,0.216692660333664,0.268907724908495,23066,118,3
23116,"D","Jervonte Edmonds","Edmonds","http://ballotpedia.org/Jervonte_Edmonds",88,"House",NA,"partisan_cross",0.708333333333333,48,34,342,14,132,1,4,0.00189753320683112,63,NA,29,NA,29,32682,18640,57158,3149,505,14,112465,0.290597074645445,0.165740452585249,0.508229226870582,0.0279998221668964,0.00461476903925666,"CVAP",22,0.718571574309326,0.272006925348238,"D",44.7,-44.7,0.751915204678363,0.685227943940289,0.23812865497076,0.305885195725715,23116,113,8
23121,"D","Rosalind Osgood","Osgood","http://ballotpedia.org/Rosalind_Osgood",32,"Senate",NA,"partisan_cross",0.916666666666667,84,77,779,7,4,20,4,0.0224466891133558,5,NA,4,NA,5,106169,77829,159498,10862,1966,196,357557,0.29692888126928,0.217668791269644,0.446077128961257,0.0303783732383928,0.00604658837611905,"CVAP",22,0.72125532723692,0.271038923854608,"D",45,-45,0.749725729482045,0.692784924991794,0.242579189554848,0.299498658154367,23121,39,2
23295,"R","Joel Rudman","Rudman","http://ballotpedia.org/Joel_Rudman",3,"House",NA,"partisan_cross",NA,NA,NA,NA,NA,NA,NA,NA,NA,122,89,NA,89,NA,111949,7030,9983,3604,2443,49,135365,0.827015846045876,0.0519336608429062,0.0737487533705168,0.0266243120452111,0.0184094854652237,"CVAP",22,0.205604177989987,0.780475686160974,"R",57.5,57.5,0.233356541682878,0.177851814297096,0.745930006348166,0.815021365973781,23295,2,119
23317,"R","Hillary Cassel","Cassel","http://ballotpedia.org/Hillary_Cassel",101,"House",NA,"partisan_cross",0.974358974358974,78,76,478,2,48,0,0,0,110,78,NA,64,NA,57124,40044,13905,4205,902,144,116508,0.490301095203763,0.343701720053559,0.119348027603255,0.0360919421842277,0.00897792426271157,"CVAP",22,0.531811255452873,0.460550652413076,"D",7.1,-7.1,0.56662129461585,0.497001216289896,0.425085702762654,0.496015602063499,23317,89,33
23318,"D","Johanna Lopez","Lopez","http://ballotpedia.org/Johanna_Lopez",43,"House",NA,"partisan_cross",0.617283950617284,81,50,532,31,9,3,9,0.00473186119873817,43,NA,26,NA,31,35608,68623,13194,5073,437,295,123596,0.288099938509337,0.55522023366452,0.106751027541344,0.0410450176381113,0.0059225217644584,"CVAP",22,0.568921750158994,0.418434068909343,"D",15,-15,0.612514569159461,0.525328931158528,0.373038245737674,0.463829892081013,23318,98,23
23319,"R","Vicki Lopez","Lopez","http://ballotpedia.org/Vicki_Lopez",113,"House",NA,"partisan_cross",0.98876404494382,89,88,464,1,35,0,0,0,98,66,NA,47,NA,21849,70440,3807,2372,321,15,99035,0.220618973090322,0.711263694653405,0.0384409552178523,0.0239511283889534,0.0033927399404251,"CVAP",22,0.511664880126926,0.480633099708833,"D",3.1,-3.1,0.554242350620954,0.469087409632898,0.437254369542538,0.524011829875129,23319,85,36
23320,"R","Alexis Calatayud","Calatayud","http://ballotpedia.org/Alexis_Calatayud",38,"Senate",NA,"partisan_cross",0.844827586206897,58,49,562,9,29,0,0,0,37,27,NA,25,NA,73729,214893,44747,7750,895,75,343405,0.214699844207277,0.625771319578923,0.13030386860995,0.0225681047160059,0.00282465310639041,"CVAP",22,0.490076696558829,0.502806753876823,"R",1.3,1.3,0.532307413709194,0.447845979408463,0.459943485133723,0.545670022619923,23320,28,13
23321,"R","Jonathan Martin","Martin","http://ballotpedia.org/Jonathan_Martin_(Florida)",33,"Senate",NA,"partisan_cross",0.958904109589041,73,70,725,3,1,5,0,0.00621890547263682,15,7,NA,17,NA,326632,57097,25626,7090,2043,88,419217,0.779147792193542,0.136199152229037,0.0611282462304725,0.0169124820796867,0.00508328622169425,"CVAP",22,0.354229887810912,0.639941353802735,"R",28.6,28.6,0.398819785626188,0.309639989995635,0.593725511573869,0.686157196031602,23321,9,32
23322,"D","Jennifer Harris","Harris","http://ballotpedia.org/Jennifer_Rita_Harris",44,"House",NA,"partisan_cross",0.975903614457831,83,81,458,2,16,12,2,0.021015761821366,8,NA,8,NA,5,40319,44938,11087,8462,420,260,105693,0.38147275600087,0.42517479870947,0.104898148410964,0.080062066551238,0.00643372787223373,"CVAP",22,0.57202444853125,0.418523977772679,"D",15.4,-15.4,0.611628482488245,0.532420414574254,0.37641481172747,0.460633143817888,23322,99,22
23323,"D","LaVon Bracy Davis","Bracy Davis","http://ballotpedia.org/LaVon_Bracy_Davis",40,"House",NA,"partisan_cross",0.938271604938272,81,76,454,5,36,11,4,0.0187713310580205,13,NA,12,NA,14,38619,21200,62888,4603,566,220,128314,0.300972614056144,0.165219695434637,0.490110198419502,0.0358729367021525,0.00612559814205776,"CVAP",22,0.668520264501591,0.320582985010443,"D",34.8,-34.8,0.705913022553174,0.631127506450007,0.282522960922982,0.358643009097904,23323,107,13
23324,"R","Jay Collins","Collins","http://ballotpedia.org/Jay_Collins",14,"Senate",NA,"partisan_cross",0.958333333333333,48,46,480,2,88,2,0,0.00323624595469256,24,15,NA,18,NA,222517,114037,32352,16159,2067,284,388341,0.572993837889896,0.293651713313814,0.0833082265328667,0.0416103373066454,0.0060539577330233,"CVAP",22,0.475291813070086,0.513740842570567,"R",3.8,3.8,0.512457821855095,0.438125804285077,0.473390149168121,0.554091535973012,23324,25,16
23325,"R","Corey Simon","Simon","http://ballotpedia.org/Corey_Simon",3,"Senate",NA,"partisan_cross",0.946666666666667,75,71,754,4,14,0,0,0,34,24,NA,20,NA,270374,23606,120714,6961,4219,202,426800,0.633491096532334,0.0553092783505155,0.282835051546392,0.0163097469540769,0.0103584817244611,"CVAP",22,0.477425087443031,0.512899338519197,"R",3.5,3.5,0.508859915371051,0.445990259515011,0.478837606602571,0.546961070435824,23325,26,15
23327,"D","Lindsay Cross","Cross","http://ballotpedia.org/Lindsay_Cross",60,"House",NA,"partisan_cross",0.909090909090909,88,80,481,8,8,7,3,0.0119250425894378,21,NA,18,NA,17,110721,13186,11401,7856,934,104,144745,0.764938339839027,0.0910981381049432,0.0787661059103941,0.0542747590590349,0.00717123216691423,"CVAP",22,0.532809323653167,0.455852170966146,"D",7.7,-7.7,0.548355889673798,0.517262757632536,0.435883224330616,0.475821117601675,23327,90,31
23328,"D","Lisa Dunkley","Dunkley","http://ballotpedia.org/Lisa_Dunkley",97,"House",NA,"partisan_cross",0.661290322580645,62,41,349,21,198,3,1,0.00489396411092985,41,NA,25,NA,30,23239,23589,60783,4413,574,143,113129,0.20542036082702,0.208514174084452,0.537289289218503,0.0390085654429899,0.00633789744451025,"CVAP",22,0.781586148533323,0.210642437188455,"D",57.1,-57.1,0.805515809200613,0.757656487866034,0.187291859243032,0.233993015133877,23328,119,2
23329,"D","Ashley Gantt","Gantt","http://ballotpedia.org/Ashley_Gantt",109,"House",NA,"partisan_cross",0.969387755102041,98,95,521,3,54,21,5,0.0300429184549356,3,NA,3,NA,9,5564,52772,49914,873,162,59,109392,0.0508629515869533,0.482411876554044,0.45628565160158,0.00798047389205792,0.00202025742284628,"CVAP",22,0.728700008429127,0.260171332539184,"D",46.9,-46.9,0.756470150822004,0.700929866036249,0.235835178868754,0.284507486209614,23329,114,7
23331,"R","Kevin Steele","Steele","http://ballotpedia.org/Kevin_Steele",55,"House",NA,"partisan_cross",0.909090909090909,66,60,421,6,82,4,0,0.00698080279232112,32,10,NA,83,NA,102860,19455,7082,4433,926,42,135024,0.761790496504325,0.144085495911838,0.0524499348264012,0.0328312003791918,0.00716909586443891,"CVAP",22,0.353674013778478,0.636799045722885,"R",28.3,28.3,0.382843829966008,0.324504197590948,0.60389374785166,0.669704343594111,23331,33,88
23332,"R","Chase Tramont","Tramont","http://ballotpedia.org/Chase_Tramont",30,"House",NA,"partisan_cross",1,92,92,458,0,31,0,0,0,94,62,NA,13,NA,130034,7364,8264,2061,1325,39,149413,0.870299103826307,0.0492862066888423,0.0553097789348986,0.0137939804434688,0.00912905838180078,"CVAP",22,0.343370408396128,0.648155835914118,"R",30.5,30.5,0.368027956074199,0.318712860718056,0.620646574747191,0.675665097081045,23332,25,96
23333,"R","Brad Yeager","Yeager","http://ballotpedia.org/",56,"House",NA,"partisan_cross",1,92,92,398,0,124,2,0,0.00324675324675325,55,27,NA,14,NA,107857,15945,5997,1704,812,94,132630,0.813217220839931,0.120221669305587,0.0452160144763628,0.0128477719972857,0.00683103370278218,"CVAP",22,0.363068074269147,0.625765798263335,"R",26.3,26.3,0.390200887643074,0.33593526089522,0.595643541228685,0.655888055297985,23333,37,84
23338,"R","Doug Bankson","Bankson","http://ballotpedia.org/Doug_Bankson",39,"House",NA,"partisan_cross",0.987654320987654,81,80,480,1,6,3,0,0.00526315789473684,39,15,NA,53,NA,73768,24653,22062,4389,749,30,126079,0.585093473139857,0.195536132107647,0.174985524948643,0.0348115070709634,0.00617866575718399,"CVAP",22,0.462968499130958,0.527252193169942,"R",6.4,6.4,0.500233693112031,0.425703305149885,0.487309920544342,0.567194465795542,23338,73,48
23339,"R","Kimberly Berfield","Berfield","http://ballotpedia.org/Kimberly_Berfield",58,"House",NA,"partisan_cross",0.930232558139535,86,80,455,6,37,5,0,0.00857632933104631,28,6,NA,81,NA,106515,13297,12214,3443,926,69,136284,0.781566434797922,0.0975683132282586,0.0896216723900091,0.0252634205042411,0.00730093041002612,"CVAP",22,0.437367080249434,0.55287513028651,"R",11.6,11.6,0.466452619576307,0.408281540922561,0.520194442777411,0.58555581779561,23339,65,56
23341,"R","Fabian Basabe","Basabe","http://ballotpedia.org/Fabián_Basabe",106,"House",NA,"partisan_cross",1,107,107,517,0,21,2,0,0.00309119010819165,59,31,NA,5,NA,49141,54701,5203,2729,302,0,112153,0.438160370208554,0.487735504177329,0.0463919823812114,0.0243328310433069,0.00269275008247662,"CVAP",22,0.511489945074262,0.481611262655265,"D",3,-3,0.546829928064443,0.476149962084081,0.445808945862808,0.517413579447722,23341,84,37
23343,"R","Shane Abbott","Abbott","http://ballotpedia.org/Shane_Abbott",5,"House",NA,"partisan_cross",0.989130434782609,92,91,539,1,21,3,0,0.00458015267175573,45,19,NA,43,NA,114435,5382,18526,1331,2529,130,143060,0.799909129036768,0.0376205787781351,0.129498112679994,0.00930378862015937,0.0185866070180344,"CVAP",22,0.200835816136508,0.791805379220098,"R",59.1,59.1,0.229127079330368,0.172544552942647,0.760766870840012,0.822843887600183,23343,1,120
23344,"R","Daniel Alvarez","Alvarez","http://ballotpedia.org/Daniel_Alvarez",69,"House",NA,"partisan_cross",1,85,85,507,0,32,0,0,0,105,73,NA,23,NA,73456,25641,19158,3310,896,25,122698,0.598673165006765,0.208976511434579,0.156139464375947,0.0269768048378947,0.00750623482045347,"CVAP",22,0.446691024486307,0.541963446307653,"R",9.5,9.5,0.481777377829966,0.411604671142648,0.503550146505273,0.580376746110033,23344,67,54
23346,"R","Dean Black","Black","http://ballotpedia.org/Dean_Black",15,"House",NA,"partisan_cross",0.932692307692308,104,97,558,7,3,3,0,0.00449101796407186,46,20,NA,80,NA,99896,7833,25625,2929,1334,63,138048,0.723632359758924,0.0567411335187761,0.185623840982847,0.0212172577654149,0.0101196685210941,"CVAP",22,0.326836130711872,0.662905197217247,"R",33.6,33.6,0.350910654848723,0.302761606575021,0.635139683608213,0.690670710826281,23346,21,100
23347,"R","Robert Brackett","Brackett","http://ballotpedia.org/Robert_Brackett",34,"House",NA,"partisan_cross",0.977777777777778,90,88,522,2,3,3,0,0.00485436893203883,42,17,NA,59,NA,120933,13274,10541,2204,945,26,147960,0.817335766423358,0.089713436063801,0.0712422276290889,0.0148959178156258,0.00656258448229251,"CVAP",22,0.350067685633382,0.642430011758071,"R",29.2,29.2,0.382879342277635,0.317256028989129,0.606830193793197,0.678029829722945,23347,31,90
23348,"R","Jennifer Canady","Canady","http://ballotpedia.org/Jennifer_Canady",50,"House",NA,"partisan_cross",1,84,84,403,0,10,0,0,0,107,75,NA,25,NA,88571,20086,23051,2481,961,67,135319,0.654534839896836,0.148434440100799,0.170345627738898,0.0183344541416948,0.00759686370723993,"CVAP",22,0.382006702843555,0.606606957585284,"R",22.5,22.5,0.417259381241022,0.346754024446088,0.567347558483118,0.645866356687449,23348,43,78
23349,"R","Tiffany Esposito","Esposito","http://ballotpedia.org/Tiffany_Esposito",77,"House",NA,"partisan_cross",0.989583333333333,96,95,466,1,26,0,0,0,91,59,NA,40,NA,72778,35088,15890,2600,616,81,127400,0.571255886970173,0.27541601255887,0.124725274725275,0.0204081632653061,0.00547095761381476,"CVAP",22,0.372268478705752,0.620582291651426,"R",24.8,24.8,0.430363080196835,0.314173877214668,0.560633062907302,0.68053152039555,23349,39,82
23350,"R","Karen Gonzalez Pittman","Gonzalez Pittman","http://ballotpedia.org/Karen_Gonzalez_Pittman",65,"House",NA,"partisan_cross",0.873417721518987,79,69,469,10,33,3,0,0.00513698630136986,40,16,NA,85,NA,96822,22008,8509,5589,846,175,134248,0.72121744830463,0.163935403134497,0.0633826947142602,0.0416319051308027,0.00760532745366784,"CVAP",22,0.478069323099925,0.511230308052481,"R",3.3,3.3,0.513122434194639,0.443016212005211,0.471547935281333,0.550912680823629,23350,78,43
23351,"R","Peggy Gossett-Seidman","Gossett-Seidman","http://ballotpedia.org/Peggy_Gossett-Seidman",91,"House",NA,"partisan_cross",0.977777777777778,90,88,443,2,105,0,0,0,96,64,NA,60,NA,106655,18710,7124,4178,512,25,137345,0.776548108777167,0.136226291455823,0.0518693800283956,0.030419745895373,0.00390986202628417,"CVAP",22,0.485694023058932,0.509008516330825,"R",2.3,2.3,0.51892962948713,0.452458416630734,0.474029471740218,0.543987560921433,23351,79,42
23352,"R","Philip Griffitts","Griffitts","http://ballotpedia.org/Philip_Griffitts",6,"House",NA,"partisan_cross",0.981651376146789,109,107,567,2,18,1,0,0.00143884892086331,82,50,NA,55,NA,110890,6497,14445,3668,1994,155,137830,0.804541826888196,0.0471377784226946,0.104803018210839,0.0266124936515998,0.0155916708989335,"CVAP",22,0.242405953494843,0.746466865380092,"R",50.4,50.4,0.274789997103408,0.210021909886277,0.70909637067791,0.783837360082274,23352,4,117
23353,"R","Jeff Holcomb","Holcomb","http://ballotpedia.org/Jeff_Holcomb_(Florida)",53,"House",NA,"partisan_cross",1,77,77,374,0,261,0,0,0,111,79,NA,30,NA,110183,18528,5995,2119,989,78,138175,0.797416319884205,0.134090826850009,0.043387009227429,0.0153356251130812,0.00772209155056993,"CVAP",22,0.323374975214257,0.668477186566869,"R",34.5,34.5,0.347319277108434,0.299430673320081,0.642078313253012,0.694876059880725,23353,17,104
23354,"R","Berny Jacques","Jacques","http://ballotpedia.org/Berny_Jacques",59,"House",NA,"partisan_cross",0.988372093023256,86,85,480,1,13,4,0,0.00686106346483705,33,11,NA,49,NA,117192,12158,10062,4401,1353,110,145415,0.805914107898085,0.0836089811917615,0.0691950624075921,0.0302651033249665,0.0100608602963931,"CVAP",22,0.41786743023726,0.572163552009343,"R",15.4,15.4,0.441311623051652,0.394423237422868,0.545823909283499,0.598503194735186,23354,55,66
23355,"R","Kiyan Michael","Michael","http://ballotpedia.org/Kiyan_Michael",16,"House",NA,"partisan_cross",0.923076923076923,52,48,293,4,272,6,0,0.00963081861958266,27,5,NA,82,NA,94824,11910,14449,8999,915,65,131856,0.71914816163087,0.0903258099745177,0.109581664846499,0.068248695546657,0.00743235044290741,"CVAP",22,0.380513294021847,0.608356485439726,"R",22.8,22.8,0.4159171984123,0.345109389631395,0.5683062854846,0.648406685394853,23355,42,79
23356,"R","Juan Porras","Porras","http://ballotpedia.org/Juan_Carlos_Porras",119,"House",NA,"partisan_cross",0.991228070175439,114,113,538,1,49,0,0,0,84,52,NA,39,NA,13710,102167,5261,2864,179,55,124606,0.110026804487745,0.819920389066337,0.0422210808468292,0.0229844469768711,0.00187791920132257,"CVAP",22,0.400684117798073,0.592680228085234,"R",19.2,19.2,0.45508968783543,0.346278547760715,0.538337261671591,0.647023194498878,23356,48,74
23357,"R","John Temple","Temple","http://ballotpedia.org/John_Temple",52,"House",NA,"partisan_cross",0.958333333333333,72,69,435,3,111,1,0,0.00161550888529887,76,44,NA,75,NA,139865,9224,10801,1495,1067,73,162590,0.860231256534842,0.0567316563134264,0.0664308998093364,0.00919490743588167,0.00701150132234455,"CVAP",22,0.287981262445053,0.706759488447982,"R",41.9,41.9,0.313187084864767,0.262775440025338,0.679742224712805,0.733776752183159,23357,10,111
23358,"R","Taylor Yarkosky","Yarkosky","http://ballotpedia.org/Taylor_Yarkosky",25,"House",NA,"partisan_cross",1,87,87,463,0,74,0,0,0,102,70,NA,19,NA,86845,25028,14707,4216,873,30,132014,0.657846895026285,0.189585953004984,0.111404851000651,0.0319360067871589,0.00684018361688912,"CVAP",22,0.399859251290986,0.59232983103148,"R",19.2,19.2,0.436076076076076,0.363642426505896,0.554344344344344,0.630315317718615,23358,47,73
