"people_id","party","legislator_name","last_name","ballotpedia","district_number","chamber","termination_date","setting_party_loyalty","leg_party_loyalty","leg_n_votes_denom_loyalty","leg_n_votes_party_line_partisan","leg_n_votes_party_line_bipartisan","leg_n_votes_cross_party","leg_n_votes_absent_nv","leg_n_votes_independent","leg_n_votes_other","leg_party_independence","rank_independent_all","rank_independent_R","rank_independent_D","rank_partisan_leg_R","rank_partisan_leg_D","n_white","n_hispanic","n_black","n_asian","n_native","n_pacific","n_total_demo","pct_white","pct_hispanic","pct_black","pct_asian","pct_napi","source_demo","year_demo","avg_pct_D","avg_pct_R","avg_party_lean","avg_party_lean_points_abs","avg_party_lean_points_R","pct_D_20_PRES","pct_D_22_GOV","pct_R_20_PRES","pct_R_22_GOV","incumb_people_id","rank_partisan_dist_R","rank_partisan_dist_D"
20958,"R","Mike Caruso","Caruso","http://ballotpedia.org/Mike_Caruso",87,"House",NA,"partisan_cross",0.833333333333333,96,80,521,16,19,13,0,0.0200308166409861,11,1,NA,88,NA,108541,15574,9025,3022,550,4,136432,0.795568488331183,0.114152105077988,0.0661501700480826,0.0221502286853524,0.00406063093702357,"CVAP",22,0.45384695073169,0.539107465442879,"R",8.5,8.5,0.492951380875452,0.414742520587929,0.497778675282714,0.580436255603044,20958,69,52
21024,"R","James Buchanan","Buchanan","http://ballotpedia.org/James_Buchanan_(Florida)",74,"House",NA,"partisan_cross",0.98876404494382,89,88,413,1,11,1,0,0.00194552529182879,62,34,NA,44,NA,123242,13481,6590,2216,634,69,146306,0.842357798039725,0.0921424958648312,0.0450425819857012,0.0151463371290309,0.00480499774445341,"CVAP",22,0.379573352212425,0.612901092192362,"R",23.3,23.3,0.408577898799864,0.350568805624985,0.580832668628691,0.644969515756033,21024,41,80
21025,"R","Nick DiCeglie","DiCeglie","http://ballotpedia.org/Nick_DiCeglie",18,"Senate",NA,"partisan_cross",0.979166666666667,96,94,751,2,3,0,0,0,31,21,NA,11,NA,353200,37990,29100,17959,3323,254,442403,0.798367099680608,0.0858719312482058,0.065777130806075,0.0405942093521066,0.00808538820939279,"CVAP",22,0.448940485902308,0.541009938196346,"R",9.2,9.2,0.469113541181945,0.42876743062267,0.517440282301846,0.564579594090846,21025,23,17
21029,"D","Fentrice Driskell","Driskell","http://ballotpedia.org/Fentrice_Driskell",67,"House",NA,"partisan_cross",0.970588235294118,68,66,357,2,10,9,2,0.0201793721973094,10,NA,10,NA,8,64438,26503,23605,9937,614,119,125781,0.512303130043488,0.210707499542856,0.187667453748976,0.0790023930482346,0.00582758922253758,"CVAP",22,0.554690974397422,0.431710565064824,"D",12.3,-12.3,0.592478551502711,0.516903397292134,0.391849571030054,0.471571559099593,21029,94,27
21380,"R","Randy Maggard","Maggard","http://ballotpedia.org/Randy_Maggard",54,"House",NA,"partisan_cross",1,107,107,542,0,20,2,0,0.0029806259314456,61,33,NA,4,NA,95965,25495,13129,4721,975,123,140726,0.681928001932834,0.181167659139036,0.0932947713997413,0.0335474610235493,0.00780239614570158,"CVAP",22,0.395215759821652,0.594890865718946,"R",20,20,0.427844076608269,0.362587443035035,0.559770991546452,0.63001073989144,21380,46,75
21381,"D","Dan Daley","Daley","http://ballotpedia.org/Dan_Daley",96,"House",NA,"partisan_cross",0.84,75,63,481,12,59,0,3,0,112,NA,33,NA,23,51405,34640,30027,6186,566,55,123190,0.417282246935628,0.281191655166815,0.24374543388262,0.0502151148632194,0.00504099358714181,"CVAP",22,0.616310684777991,0.375996145297426,"D",24,-24,0.650176027731138,0.582445341824845,0.341677950495586,0.410314340099265,21381,105,16
21391,"R","Jason Shoaf","Shoaf","http://ballotpedia.org/Jason_Shoaf",7,"House",NA,"partisan_cross",1,88,88,440,0,50,0,0,0,100,68,NA,17,NA,110360,6902,22732,686,1842,70,142833,0.772650577947673,0.0483221664461294,0.159150896501509,0.0048028116751731,0.013386262278325,"CVAP",22,0.224836795422838,0.767809461904145,"R",54.3,54.3,0.249221559512323,0.200452031333352,0.741700289448294,0.793918634359997,21391,3,118
21700,"D","Allison Tant","Tant","http://ballotpedia.org/Allison_Tant",9,"House",NA,"partisan_cross",0.805194805194805,77,62,473,15,36,1,3,0.00169491525423729,69,NA,31,NA,26,103723,8039,26577,4010,934,70,143562,0.722496203730792,0.0559967122218972,0.185125590337276,0.0279321826109973,0.00699349410011006,"CVAP",22,0.517518403762624,0.472751595194391,"D",4.5,-4.5,0.542496685776494,0.492540121748755,0.444053273399296,0.501449916989485,21700,87,34
21701,"D","Robin Bartleman","Bartleman","http://ballotpedia.org/Robin_Bartleman",103,"House",NA,"partisan_cross",0.964705882352941,85,82,494,3,23,6,2,0.00983606557377049,26,NA,22,NA,11,37385,52110,17993,8015,334,210,116840,0.319967476891476,0.445994522423827,0.153996918863403,0.0685980828483396,0.0046559397466621,"CVAP",22,0.549095925895757,0.444152778850421,"D",10.5,-10.5,0.58871346862023,0.509478383171284,0.403470970774896,0.484834586925946,21701,93,28
21739,"R","Linda Chaney","Chaney","http://ballotpedia.org/Linda_Chaney",61,"House",NA,"partisan_cross",0.954128440366973,109,104,537,5,8,5,0,0.00758725341426404,31,9,NA,77,NA,119151,11051,6113,5540,990,36,143069,0.832821925085099,0.0772424494474694,0.0427276349174175,0.038722574422132,0.00717136486590386,"CVAP",22,0.451403773626838,0.539257855190993,"R",8.8,8.8,0.467738661943245,0.435068885310431,0.519548691833647,0.558967018548339,21739,68,53
21758,"R","David Borrero","Borrero","http://ballotpedia.org/David_Borrero",111,"House",NA,"partisan_cross",0.97029702970297,101,98,555,3,12,2,0,0.00298507462686567,60,32,NA,66,NA,6066,86855,1512,1321,76,20,96035,0.0631644712865101,0.904409850575311,0.0157442599052429,0.0137554016764721,0.000999635549539231,"CVAP",22,0.353736564203839,0.639755360612937,"R",28.6,28.6,0.407378007418419,0.300095120989258,0.586589114841168,0.692921606384706,21758,32,89
21775,"R","Ileana Garcia","Garcia","http://ballotpedia.org/Ileana_Garcia",36,"Senate",NA,"partisan_cross",0.642857142857143,56,36,571,20,149,6,0,0.00767263427109974,10,4,NA,28,NA,48227,238996,17443,5358,588,58,311144,0.154998971537295,0.768120227290258,0.0560608592805903,0.0172203224230581,0.002076209086468,"CVAP",22,0.450305437474535,0.542090438974688,"R",9.2,9.2,0.496170216755419,0.404440658193651,0.496273344333608,0.587907533615767,21775,24,18
21780,"D","Kristen Arrington","Arrington","http://ballotpedia.org/Kristen_Arrington",25,"Senate",NA,"partisan_cross",0.958333333333333,72,69,638,3,0,4,9,0.00553250345781466,18,NA,9,NA,2,113627,179287,35519,13347,1659,509,345508,0.32886937494935,0.518908389964921,0.102802250599118,0.0386300751357422,0.00627481852808039,"CVAP",22,0.536419785147756,0.452651254240638,"D",8.4,-8.4,0.585451114113534,0.487388456181978,0.402800832100195,0.50250167638108,21780,30,11
21781,"R","Thomas Fabricio","Fabricio","http://ballotpedia.org/Tom_Fabricio",110,"House",NA,"partisan_cross",0.98876404494382,89,88,533,1,17,12,0,0.0184331797235023,14,2,NA,45,NA,5939,97366,6155,1227,124,0,110857,0.0535735226462921,0.878302678225101,0.0555219787654366,0.0110683132323624,0.00111855814247183,"CVAP",22,0.341342378909298,0.652595102017995,"R",31.1,31.1,0.395717339272229,0.286967418546366,0.598151774629139,0.70703842940685,21781,23,98
21782,"R","Alejandro Rizo","Rizo","http://ballotpedia.org/Alex_Rizo",112,"House",NA,"partisan_cross",1,95,95,552,0,55,4,0,0.0056657223796034,36,12,NA,9,NA,5155,91512,1733,458,82,4,98989,0.0520764933477457,0.924466354847508,0.0175069957267979,0.00462677671256402,0.000868783400175777,"CVAP",22,0.301948180141625,0.69241376124745,"R",39,39,0.35521025752472,0.248686102758531,0.639527483274088,0.745300039220813,21782,12,109
21887,"D","Yvonne Hayes Hinson","Hayes Hinson","http://ballotpedia.org/Yvonne_Hayes_Hinson",21,"House",NA,"partisan_cross",0.973684210526316,76,74,437,2,42,14,2,0.0245183887915937,5,NA,5,NA,7,72443,14363,39960,3255,1598,115,132177,0.548075686390219,0.108664896313277,0.302321886561202,0.0246260695885063,0.0129598946866701,"CVAP",22,0.610753042117122,0.376569531188615,"D",23.4,-23.4,0.64433347026805,0.577172613966194,0.340235698880559,0.412903363496671,21887,104,17
21888,"D","Christine Hunschofsky","Hunschofsky","http://ballotpedia.org/Christine_Hunschofsky",95,"House",NA,"partisan_cross",0.933333333333333,90,84,461,6,9,9,6,0.0156521739130435,17,NA,15,NA,15,62294,26709,28743,5982,548,0,124634,0.499815459665902,0.214299468844778,0.230619253173291,0.0479965338511161,0.00439687404721023,"CVAP",22,0.576799850343538,0.416053743850813,"D",16.1,-16.1,0.613121327489309,0.540478373197766,0.379136406778215,0.45297108092341,21888,100,21
21892,"R","Sam Garrison","Garrison","http://ballotpedia.org/Sam_Garrison",11,"House",NA,"partisan_cross",1,73,73,372,0,1,0,0,0,113,80,NA,31,NA,95857,13241,18138,5071,910,45,133719,0.716853999805562,0.0990210815216985,0.135642653624391,0.0379228082770586,0.00714184222137467,"CVAP",22,0.292350606735996,0.696046381491937,"R",40.4,40.4,0.32489791803196,0.259803295440031,0.65947471895952,0.732618044024354,21892,11,110
